nameseq,A_LncRNA,C_LncRNA,G_LncRNA,T_LncRNA,AA_LncRNA,AC_LncRNA,AG_LncRNA,AT_LncRNA,CA_LncRNA,CC_LncRNA,CG_LncRNA,CT_LncRNA,GA_LncRNA,GC_LncRNA,GG_LncRNA,GT_LncRNA,TA_LncRNA,TC_LncRNA,TG_LncRNA,TT_LncRNA
NONHSAT092438,0.3118588428395568,0.1542880590890439,0.16741895773492,0.3664341403364792,0.1223316912972085,0.0439244663382594,0.0550082101806239,0.0907224958949096,0.0558292282430213,0.0320197044334975,0.0045155993431855,0.0619868637110016,0.0500821018062397,0.0283251231527093,0.0324302134646962,0.0566502463054187,0.083743842364532,0.0500821018062397,0.0755336617405583,0.1568144499178982
NONHSAT092772,0.3190243902439024,0.1351219512195122,0.1848780487804878,0.3609756097560975,0.1127379209370424,0.0473401659346022,0.0585651537335285,0.1005368472425573,0.0605173255246461,0.0170815031722791,0.0029282576866764,0.0546608101512933,0.050756466569058,0.0297706198145436,0.0297706198145436,0.0741825280624695,0.0951683748169839,0.0409956076134699,0.0937042459736456,0.1312835529526598
NONHSAT093167,0.2905638665132336,0.2186421173762946,0.2445339470655926,0.2462600690448791,0.0921128382268278,0.054691997697179,0.0915371329879101,0.0518134715025906,0.0719631548647092,0.054691997697179,0.0189982728842832,0.0731145653425446,0.0823258491652274,0.0506620610247553,0.0656303972366148,0.0460564191134139,0.0437535981577432,0.0587219343696027,0.0685089234312032,0.0754173862982153
NONHSAT094546,0.3097625329815303,0.204221635883905,0.2306068601583113,0.2554089709762533,0.1119324181626188,0.0517423442449841,0.0844772967265047,0.0617740232312566,0.0755015839493136,0.0480464625131995,0.0147835269271383,0.0659978880675818,0.0712777191129883,0.0496304118268215,0.0612460401267159,0.0485744456177402,0.0506863780359028,0.054910242872228,0.070221752903907,0.0791974656810982
NONHSAT094555,0.3,0.1980392156862745,0.2313725490196078,0.2705882352941176,0.0982318271119842,0.0451866404715127,0.0785854616895874,0.0766208251473477,0.0628683693516699,0.0569744597249508,0.0157170923379174,0.0628683693516699,0.0785854616895874,0.0451866404715127,0.0530451866404715,0.0550098231827112,0.0609037328094302,0.0510805500982318,0.0825147347740668,0.0766208251473477
NONHSAT094687,0.2296928327645051,0.2692832764505119,0.2532423208191126,0.2477815699658703,0.0576988733356094,0.0559918060771594,0.0655513827244793,0.0501877773984295,0.0833048822123591,0.0839877091157391,0.0300443837487196,0.0720382383065892,0.0522362581085694,0.0672584499829293,0.0747695459201092,0.0590645271423694,0.0365312393308296,0.0617958347558893,0.0829634687606691,0.0665756230795493
NONHSAT095521,0.2896281800391389,0.3052837573385518,0.2465753424657534,0.1585127201565557,0.0941176470588235,0.0529411764705882,0.1019607843137254,0.0392156862745098,0.1058823529411764,0.0862745098039215,0.0411764705882352,0.0725490196078431,0.0705882352941176,0.0862745098039215,0.0666666666666666,0.0235294117647058,0.0196078431372549,0.0803921568627451,0.0352941176470588,0.0235294117647058
NONHSAT095820,0.2419236417033773,0.2602790014684288,0.2000734214390602,0.2977239353891336,0.0760190965846492,0.0492104296731546,0.0605949320602276,0.0558207858979067,0.0719794344473007,0.075651854572163,0.0091810503121557,0.1035622475211164,0.0536173338229893,0.0536173338229893,0.0481087036356959,0.0448035255233198,0.0403966213734851,0.0815277267719427,0.0822622107969151,0.0936467131839882
NONHSAT095934,0.3430962343096234,0.1494321578003586,0.1476389719067543,0.3598326359832636,0.1136363636363636,0.0508373205741626,0.0544258373205741,0.124401913875598,0.069377990430622,0.0209330143540669,0.0023923444976076,0.0568181818181818,0.0520334928229665,0.0239234449760765,0.0221291866028708,0.0496411483253588,0.1076555023923445,0.0538277511961722,0.0687799043062201,0.1291866028708134
NONHSAT096369,0.2099673202614379,0.2941176470588235,0.2467320261437908,0.2491830065359477,0.0506950122649223,0.0539656582174979,0.0596892886345053,0.0457890433360588,0.0662305805396565,0.098119378577269,0.0457890433360588,0.0842191332788225,0.0457890433360588,0.0776778413736713,0.0703188879803761,0.053147996729354,0.0466067048242027,0.0645952575633687,0.07113654946852,0.0662305805396565
NONHSAT097093,0.3085513720485003,0.1576260370134014,0.1687938736439055,0.3650287172941927,0.0989466964570699,0.0504308969039259,0.0616022981168209,0.0976699648898819,0.0568145547398659,0.0293648260453239,0.0035110118097669,0.0679859559527609,0.0552186402808809,0.0300031918289179,0.0306415576125119,0.0529843600383019,0.0976699648898819,0.0475582508777529,0.0730928822215129,0.1465049473348228
NONHSAT097185,0.3115251299826689,0.1962738301559792,0.2231369150779896,0.2690641247833622,0.1131339401820546,0.0541829215431296,0.0732553099263112,0.070654529692241,0.0732553099263112,0.0429128738621586,0.0234070221066319,0.0567837017771998,0.071521456436931,0.0485478977026441,0.0567837017771998,0.0463805808409189,0.0533159947984395,0.0507152145643693,0.0697876029475509,0.0953619419159081
NONHSAT097386,0.3271660649819494,0.1705776173285198,0.187725631768953,0.3145306859205776,0.1237020316027088,0.0469525959367945,0.0618510158013544,0.0948081264108352,0.0677200902934537,0.0302483069977426,0.0049661399548532,0.0677200902934537,0.0586907449209932,0.0406320541760722,0.0361173814898419,0.0523702031602708,0.0772009029345372,0.0523702031602708,0.0848758465011286,0.0997742663656885
NONHSAT097973,0.25,0.2113095238095238,0.28125,0.2574404761904761,0.0834575260804769,0.03725782414307,0.0640834575260804,0.0640834575260804,0.044709388971684,0.0581222056631892,0.0566318926974664,0.052160953800298,0.059612518628912,0.0611028315946348,0.0864381520119225,0.07451564828614,0.0625931445603576,0.0551415797317436,0.0730253353204172,0.067064083457526
NONHSAT098480,0.2941712204007286,0.2158469945355191,0.2122040072859745,0.2777777777777778,0.0948040109389243,0.0528714676390155,0.0747493163172288,0.0711030082041932,0.0902461257976299,0.0519598906107566,0.0100273473108477,0.0638103919781221,0.056517775752051,0.0446672743846855,0.0556061987237921,0.0556061987237921,0.0528714676390155,0.0665451230628988,0.0720145852324521,0.0865998176845943
NONHSAT098643,0.3123877917414722,0.1436265709156194,0.2181328545780969,0.3258527827648115,0.1275831087151842,0.0350404312668463,0.0646900269541779,0.0853548966756514,0.054806828391734,0.0251572327044025,0.0098831985624438,0.0539083557951482,0.0557053009883198,0.0413297394429469,0.0521114106019766,0.0691823899371069,0.0745732255166217,0.0413297394429469,0.091644204851752,0.1176999101527403
NONHSAT099872,0.2091280653950953,0.3017711171662125,0.2731607629427793,0.2159400544959128,0.0504430811179277,0.0490797546012269,0.0756646216768916,0.0340831629175187,0.0804362644853442,0.1063394683026584,0.0272665303340149,0.0872528970688479,0.0620313565098841,0.0743012951601908,0.0865712338104976,0.0504430811179277,0.016359918200409,0.0715746421267893,0.0838445807770961,0.0443081117927743
NONHSAT099881,0.217391304347826,0.3019976498237368,0.27222875048962,0.208382295338817,0.0591692789968652,0.0536833855799373,0.0697492163009404,0.0348746081504702,0.0740595611285266,0.106974921630094,0.0501567398119122,0.0705329153605015,0.0576018808777429,0.0822884012539185,0.0822884012539185,0.0501567398119122,0.0266457680250783,0.0591692789968652,0.070141065830721,0.0525078369905956
NONHSAT100917,0.2240373395565927,0.2660443407234539,0.2625437572928821,0.2473745624270711,0.0735981308411214,0.0549065420560747,0.0642523364485981,0.0303738317757009,0.0490654205607476,0.094626168224299,0.0525700934579439,0.0700934579439252,0.0572429906542056,0.0630841121495327,0.072429906542056,0.0700934579439252,0.0432242990654205,0.0537383177570093,0.0735981308411214,0.0771028037383177
NONHSAT101044,0.3131932282545242,0.2016929363689433,0.2224168126094571,0.2626970227670753,0.1150364963503649,0.0531386861313868,0.0662773722627737,0.0788321167883211,0.0680291970802919,0.0458394160583941,0.0303649635036496,0.0572262773722627,0.0630656934306569,0.0508029197080292,0.0592700729927007,0.0493430656934306,0.0668613138686131,0.051970802919708,0.0665693430656934,0.0773722627737226
NONHSAT101154,0.3038659793814433,0.1819587628865979,0.2391752577319587,0.275,0.1031193606599639,0.0461459138953338,0.0891982469708687,0.0652229956174271,0.0649651972157772,0.0440835266821345,0.0092807424593967,0.0636762052075277,0.0763083268883732,0.0438257282804846,0.0618716163959783,0.0572312451662799,0.0595514307811291,0.0476927043052333,0.0788863109048723,0.0889404485692188
NONHSAT101254,0.2692629815745394,0.2328308207705192,0.2726130653266331,0.2252931323283082,0.0892333472978634,0.0469208211143695,0.0795978215333054,0.0532048596564725,0.0615835777126099,0.0632593213238374,0.0435693338919145,0.064516129032258,0.0816925010473397,0.067867616254713,0.0758273984080435,0.0473397570171763,0.0368663594470046,0.0548806032677,0.0733137829912023,0.0603267700041893
NONHSAT102257,0.257487091222031,0.2760757314974182,0.1518072289156626,0.3146299483648881,0.0633608815426997,0.0588842975206611,0.0513085399449035,0.0840220385674931,0.0857438016528925,0.0898760330578512,0.0068870523415977,0.0933195592286501,0.0344352617079889,0.0433884297520661,0.0296143250688705,0.0444214876033057,0.0740358126721763,0.0840220385674931,0.0640495867768595,0.0926308539944903
NONHSAT102316,0.2795017943846316,0.226725775807473,0.2214481739497572,0.2723242558581381,0.0827702702702702,0.0517314189189189,0.0736908783783783,0.0713682432432432,0.0711570945945946,0.0601773648648648,0.0196368243243243,0.0758023648648648,0.0675675675675675,0.0517314189189189,0.058277027027027,0.0439189189189189,0.0580658783783783,0.0631334459459459,0.069679054054054,0.0812922297297297
NONHSAT102816,0.388235294117647,0.1310924369747899,0.1781512605042017,0.3025210084033613,0.1851851851851851,0.0538720538720538,0.0538720538720538,0.0942760942760942,0.0538720538720538,0.0202020202020202,0.0117845117845117,0.0454545454545454,0.074074074074074,0.0168350168350168,0.0387205387205387,0.0488215488215488,0.074074074074074,0.0404040404040404,0.074074074074074,0.1144781144781144
NONHSAT103210,0.2876389356685753,0.1876052542943752,0.2576625126305153,0.2670932974065342,0.0953504043126684,0.0481805929919137,0.0808625336927223,0.0630053908355795,0.0539083557951482,0.0444743935309973,0.0212264150943396,0.0680592991913746,0.0758086253369272,0.0502021563342318,0.0734501347708894,0.058288409703504,0.0626684636118598,0.0448113207547169,0.082210242587601,0.0774932614555256
NONHSAT103885,0.2962962962962963,0.303030303030303,0.1144781144781144,0.2861952861952861,0.0574324324324324,0.0844594594594594,0.054054054054054,0.0979729729729729,0.0777027027027027,0.0878378378378378,0.0135135135135135,0.125,0.0202702702702702,0.054054054054054,0.0168918918918918,0.0236486486486486,0.1385135135135135,0.0777027027027027,0.0304054054054054,0.0405405405405405
NONHSAT104512,0.298170449282075,0.176007410838351,0.1886289949050486,0.3371931449745252,0.1075854082223509,0.0469021424435437,0.0636942675159235,0.0799073537927041,0.0613781123335263,0.039143022582513,0.005790387955993,0.0697162709901563,0.0550086855819339,0.0367110596409959,0.0422698320787492,0.0546612623045744,0.0742327735958309,0.0531557614360162,0.0768963520555877,0.1329473074696004
NONHSAT104639,0.2750217580504787,0.1749347258485639,0.1997389033942558,0.3503046127067015,0.0833514689880304,0.0420021762785636,0.0705114254624592,0.0792165397170837,0.0572361262241566,0.0430903155603917,0.0036996735582154,0.0709466811751904,0.057018498367791,0.0317736670293797,0.0470076169749728,0.0637649619151251,0.0772578890097932,0.0581066376496191,0.0785636561479869,0.1364526659412404
NONHSAT104991,0.2934078212290503,0.1611173184357542,0.1767597765363128,0.3687150837988827,0.0976754582029503,0.0435851586946803,0.0561019222172552,0.0958873491282968,0.056995976754582,0.0337505587840858,0.0055878408582923,0.0648189539561913,0.0471613768439874,0.0292802860974519,0.035762181493071,0.0645954403218596,0.0916405900759946,0.0543138131426017,0.0793473401877514,0.1434957532409477
NONHSAT107804,0.2436061381074168,0.233695652173913,0.2324168797953964,0.2902813299232736,0.0716341541413495,0.0415733930284617,0.0703549728173968,0.0598017268947873,0.0693955868244323,0.0665174288455388,0.0150303805564438,0.0828269907259354,0.0553245922609529,0.0601215222257755,0.062999680204669,0.0540454109370003,0.0473297089862488,0.0652382475215861,0.084106172049888,0.0937000319795331
NONHSAT108289,0.2893862815884476,0.1810830324909747,0.2291696750902527,0.3003610108303249,0.0917099942229924,0.0463604852686308,0.0732235701906412,0.0781340265742345,0.0605141536683997,0.0414500288850375,0.0186308492201039,0.060369728480647,0.0628249566724436,0.0449162333911034,0.0574812247255921,0.0639803581744656,0.0742345465049104,0.0483824378971692,0.0798671288272674,0.0979202772963604
NONHSAT108367,0.3362434522324769,0.1838363681716138,0.2185083561985532,0.2614118233973559,0.1147704590818363,0.0556387225548902,0.0863273453093812,0.0793413173652694,0.0726047904191616,0.0401696606786427,0.0074850299401197,0.0636227544910179,0.0833333333333333,0.0369261477045908,0.0506487025948103,0.0476546906187624,0.0653692614770459,0.0511477045908183,0.0741017964071856,0.0708582834331337
NONHSAT108375,0.2650531286894923,0.2249114521841794,0.2786304604486422,0.2314049586776859,0.0815121086828115,0.0401653868871825,0.0939161252215003,0.0496160661547548,0.0602480803307737,0.0620200826934435,0.0277613703484937,0.0750147666863555,0.0821027761370348,0.0614294152392203,0.0874187832250443,0.0472533963378617,0.041346721795629,0.0614294152392203,0.0691080921441228,0.0596574128765505
NONHSAT112475,0.2246305418719212,0.2975369458128079,0.2285714285714285,0.2492610837438423,0.0571992110453648,0.0424063116370808,0.0838264299802761,0.0414201183431952,0.0700197238658777,0.1193293885601577,0.0226824457593688,0.0857988165680473,0.0621301775147929,0.0601577909270217,0.0621301775147929,0.044378698224852,0.034516765285996,0.0759368836291913,0.0601577909270217,0.0779092702169625
NONHSAT112849,0.2759914255091104,0.2266881028938907,0.2159699892818863,0.2813504823151125,0.092225201072386,0.0487935656836461,0.071313672922252,0.0638069705093833,0.0766756032171581,0.0648793565683646,0.006970509383378,0.07828418230563,0.0536193029490616,0.0541554959785522,0.0546916890080428,0.0536193029490616,0.0536193029490616,0.0584450402144772,0.0831099195710455,0.0857908847184986
NONHSAT113139,0.2979741136747327,0.2110298255486775,0.2273494653911086,0.2636465953854811,0.1038558964255558,0.0486912468336616,0.073740500985083,0.0717703349282296,0.0689558119898677,0.0616380523501266,0.0185758513931888,0.0616380523501266,0.072333239515902,0.0450323670137911,0.0593864339994371,0.050661412890515,0.0526315789473684,0.0557275541795665,0.0757106670419364,0.0796509991556431
NONHSAT113140,0.2845204934341425,0.2184639872662157,0.2431356943891763,0.2538798249104655,0.0927547770700636,0.0497611464968152,0.0764331210191082,0.0656847133757961,0.0688694267515923,0.0676751592356687,0.0218949044585987,0.0601114649681528,0.0736464968152866,0.0469745222929936,0.0684713375796178,0.054140127388535,0.0493630573248407,0.054140127388535,0.0760350318471337,0.0740445859872611
NONHSAT113313,0.2509157509157509,0.2503052503052503,0.2728937728937728,0.2258852258852259,0.0690287110568112,0.0470372632864996,0.0873549175320708,0.047648136835675,0.0843005497861942,0.0708613317043372,0.02871105681124,0.0665852168601099,0.0678069639584606,0.0696395846059865,0.080024434941967,0.0549786194257788,0.0299328039095907,0.0623091020158827,0.0769700671960904,0.0568112400733048
NONHSAT113544,0.2790858725761773,0.2340720221606648,0.2430747922437673,0.2437673130193905,0.0803880803880803,0.0526680526680526,0.0748440748440748,0.0713790713790713,0.081081081081081,0.0706860706860706,0.0221760221760221,0.0595980595980596,0.0706860706860706,0.0561330561330561,0.0699930699930699,0.0464310464310464,0.0471240471240471,0.054054054054054,0.0762300762300762,0.0665280665280665
NONHSAT113914,0.2582056892778993,0.1903719912472647,0.2428884026258205,0.3085339168490153,0.0799561883899233,0.0427163198247535,0.0657174151150054,0.0700985761226725,0.0514786418400876,0.0536692223439211,0.0186199342825848,0.0657174151150054,0.0679079956188389,0.044906900328587,0.0711938663745892,0.0591456736035049,0.0591456736035049,0.0481927710843373,0.0876232201533406,0.1139101861993428
NONHSAT114444,0.2544434050514499,0.206267539756782,0.2142188961646398,0.3250701590271281,0.072531586335985,0.0491343004211511,0.075339260645765,0.0575573233504913,0.0613008890968647,0.0538137576041179,0.0107627515208235,0.0800187178287318,0.0570893776321946,0.0472625175479644,0.0505381375760411,0.059429106223678,0.0631726719700514,0.0561534861956013,0.0776789892372484,0.1282171268132896
NONHSAT115059,0.3,0.144078947368421,0.1703947368421052,0.3855263157894736,0.1000658327847267,0.042791310072416,0.0552995391705069,0.1013824884792626,0.0480579328505595,0.0250164581961816,0.0026333113890717,0.0684660961158657,0.0460829493087557,0.0263331138907175,0.0381830151415404,0.0599078341013824,0.1059907834101382,0.0500329163923633,0.0743910467412771,0.1553653719552337
NONHSAT115429,0.3453551912568306,0.1573770491803278,0.2054644808743169,0.2918032786885245,0.1400437636761488,0.0503282275711159,0.0733041575492341,0.0809628008752735,0.0689277899343544,0.0273522975929978,0.0065645514223194,0.0547045951859956,0.0700218818380744,0.0284463894967177,0.0503282275711159,0.0568927789934354,0.0656455142231947,0.0514223194748358,0.0754923413566739,0.099562363238512
NONHSAT118886,0.2281789986708019,0.2724856003544528,0.259636685866194,0.2396987151085511,0.0589539007092198,0.0492021276595744,0.0784574468085106,0.0412234042553191,0.0713652482269503,0.0877659574468085,0.0217198581560283,0.0917553191489361,0.063386524822695,0.075354609929078,0.0749113475177305,0.0460992907801418,0.0345744680851063,0.0602836879432624,0.0842198581560283,0.0607269503546099
NONHSAT119053,0.1727214786488209,0.2721478648820905,0.3326959847036329,0.2224346717654557,0.0338010204081632,0.0389030612244898,0.0733418367346938,0.0261479591836734,0.0599489795918367,0.0931122448979591,0.0408163265306122,0.0784438775510204,0.0529336734693877,0.079719387755102,0.1396683673469387,0.0605867346938775,0.0261479591836734,0.0605867346938775,0.0784438775510204,0.0573979591836734
NONHSAT119684,0.2452404809619238,0.2737975951903807,0.2597695390781563,0.2211923847695391,0.0679027812578301,0.0528689551490854,0.0791781508393886,0.045101478326234,0.0781758957654723,0.0874467551991982,0.0370834377349035,0.0711601102480581,0.0606364319719368,0.0734151841643698,0.0866950638937609,0.0390879478827361,0.038586820345778,0.0601353044349787,0.0568779754447506,0.0656477073415184
NONHSAT119704,0.1794871794871795,0.3121794871794872,0.2948717948717949,0.2134615384615384,0.0449005772931366,0.0391276459268762,0.0718409236690186,0.023733162283515,0.0596536241180243,0.1071199486850545,0.0564464400256574,0.0885182809493265,0.0602950609364977,0.0885182809493265,0.1000641436818473,0.0461834509300833,0.0147530468248877,0.0769724182168056,0.0667094291212315,0.0551635663887107
NONHSAT119808,0.2519455252918288,0.2327334630350194,0.2482976653696498,0.2670233463035019,0.0712721965458526,0.0467039649720262,0.0790561907078569,0.0549744587691559,0.0654342009243493,0.0639747020189734,0.0184869861347603,0.0848941863293602,0.0668936998297251,0.0583799562150328,0.0712721965458526,0.0518122111408416,0.0484067136949647,0.0637314522014108,0.0792994405254196,0.0754074434444174
NONHSAT120080,0.2757437070938215,0.2340961098398169,0.2359267734553775,0.254233409610984,0.0888075074387731,0.0526436255436026,0.0769054703593499,0.057450217441062,0.0704966811627374,0.0643167772945754,0.0222018768596932,0.0771343556878004,0.0592813000686655,0.0606546120393682,0.0640878919661249,0.0517280842298008,0.0569924467841611,0.0565346761272602,0.0727855344472419,0.0679789425497825
NONHSAT120258,0.3055411703780424,0.154324184360435,0.1776281719316416,0.3625064733298809,0.1119170984455958,0.0445595854922279,0.0580310880829015,0.0911917098445595,0.0626943005181347,0.0310880829015544,0.0046632124352331,0.0559585492227979,0.049740932642487,0.0290155440414507,0.038860103626943,0.0601036269430051,0.0813471502590673,0.049740932642487,0.0761658031088082,0.1549222797927461
NONHSAT120415,0.2330779054916986,0.2177522349936143,0.2796934865900383,0.2694763729246487,0.0597253273714468,0.0386458000638773,0.0862344298946023,0.0482274033854998,0.0613222612583839,0.0619610348131587,0.016927499201533,0.0776109869051421,0.0693069306930693,0.0590865538166719,0.0830405621207282,0.068348770360907,0.0427978281699137,0.0581283934845097,0.0932609389971255,0.0753752794634302
NONHSAT120418,0.2147368421052631,0.2652631578947368,0.2673684210526316,0.2526315789473684,0.0516332982086406,0.0463645943097997,0.0779768177028451,0.0379346680716543,0.0663856691253951,0.0842992623814541,0.0231822971548998,0.0916754478398314,0.0653319283456269,0.0706006322444678,0.0695468914646996,0.0621707060063224,0.0316122233930453,0.0642781875658588,0.0958904109589041,0.0611169652265542
NONHSAT122815,0.2923076923076923,0.1879120879120879,0.2087912087912088,0.310989010989011,0.1133113311331133,0.0385038503850385,0.0671067106710671,0.0737073707370737,0.0693069306930693,0.0451045104510451,0.0143014301430143,0.0594059405940594,0.055005500550055,0.0396039603960396,0.0506050605060506,0.0638063806380638,0.055005500550055,0.0638063806380638,0.077007700770077,0.1144114411441144
NONHSAT123438,0.2790697674418604,0.1821705426356589,0.198781838316722,0.3399778516057586,0.0875346260387811,0.0415512465373961,0.0681440443213296,0.081994459833795,0.0614958448753462,0.0465373961218836,0.0049861495844875,0.0692520775623268,0.0542936288088642,0.0376731301939058,0.0432132963988919,0.0631578947368421,0.0759002770083102,0.0565096952908587,0.0825484764542936,0.1252077562326869
NONHSAT124335,0.2759394279304543,0.2232192933258553,0.2355580482333146,0.2652832305103758,0.101010101010101,0.052749719416386,0.0549943883277216,0.0673400673400673,0.0628507295173961,0.06341189674523,0.0381593714927048,0.0589225589225589,0.0572390572390572,0.0549943883277216,0.0701459034792368,0.0533108866442199,0.0549943883277216,0.0521885521885521,0.0718294051627385,0.0858585858585858
NONHSAT125847,0.3074324324324324,0.2019787644787644,0.1978764478764478,0.2927123552123552,0.115858073859522,0.0487569394158822,0.0702389572773352,0.0724112961622013,0.0721699251749939,0.0521361332367849,0.0072411296162201,0.0704803282645426,0.0576876659425537,0.0448950036205648,0.0470673425054308,0.0482741974414675,0.0617909727250784,0.0562394400193096,0.0731354091238233,0.1016171856142891
NONHSAT125900,0.3343558282208589,0.1533742331288343,0.160122699386503,0.3521472392638037,0.1147943523634131,0.0448127685696746,0.0589318600368324,0.1160220994475138,0.0638428483732351,0.0306936771025168,0.0024554941682013,0.056476365868631,0.0454266421117249,0.0300798035604665,0.0233271945979128,0.0613873542050337,0.1104972375690607,0.0478821362799263,0.0755064456721915,0.1178637200736648
NONHSAT126295,0.27648,0.1968,0.2032,0.32352,0.0934699103713188,0.0451344430217669,0.0669014084507042,0.070742637644046,0.058258642765685,0.0521766965428937,0.0105633802816901,0.0758642765685019,0.0528169014084507,0.0400128040973111,0.0492957746478873,0.0611395646606914,0.07202304737516,0.0595390524967989,0.0761843790012804,0.115877080665813
NONHSAT127049,0.293103448275862,0.1739811912225705,0.2507836990595611,0.2821316614420062,0.108320251177394,0.0361067503924646,0.0706436420722135,0.0769230769230769,0.0518053375196232,0.0266875981161695,0.0392464678178963,0.0565149136577708,0.075353218210361,0.0596546310832025,0.0565149136577708,0.0596546310832025,0.0580847723704866,0.0502354788069073,0.0847723704866562,0.0894819466248037
NONHSAT131038,0.2741150442477876,0.2,0.2039823008849557,0.3219026548672566,0.0832042487275946,0.0460278822748395,0.0615180349634875,0.0832042487275946,0.0639522018145607,0.0515600796636424,0.0163753042708563,0.0681566718300508,0.0551006859924762,0.0387253817216198,0.0500110643947776,0.0601903075901748,0.0719185660544368,0.0637309139190086,0.0759017481743748,0.1104226598805045
NONHSAT131159,0.22574410514109,0.2752222651720139,0.2736760726710475,0.2253575570158484,0.0494972931167826,0.051430781129157,0.082753286929621,0.0421500386697602,0.0866202629543696,0.0962877030162413,0.0100541376643464,0.0823665893271461,0.0591647331786542,0.0676720804331013,0.0939675174013921,0.0525908739365815,0.0305491105955143,0.0595514307811291,0.0870069605568445,0.048337200309358
NONHSAT133402,0.2319182389937107,0.2625786163522012,0.2893081761006289,0.2161949685534591,0.07081038552321,0.040125885129819,0.077891424075531,0.043273013375295,0.057435090479937,0.077104642014162,0.060582218725413,0.066876475216365,0.073957513768686,0.0786782061369,0.0920535011801731,0.044846577498033,0.029110936270653,0.066876475216365,0.059008654602675,0.061369000786782
NONHSAT134020,0.2901134521880065,0.1653160453808752,0.1636952998379254,0.3808752025931928,0.0965125709651257,0.0462287104622871,0.0535279805352798,0.0932684509326845,0.0551500405515004,0.0332522303325223,0.0040551500405515,0.072992700729927,0.048661800486618,0.0291970802919708,0.0291970802919708,0.056772100567721,0.089213300892133,0.056772100567721,0.0770478507704785,0.1581508515815085
NONHSAT134595,0.2975374460522975,0.1604468139121604,0.1871033257171871,0.3549124143183549,0.100812595226003,0.0444388014220416,0.0571356018283392,0.0949720670391061,0.063737938039614,0.0330116810563737,0.0040629761300152,0.0596749619095987,0.0548501777552056,0.0332656170644997,0.0401218892839004,0.0589131538852209,0.0779583544946673,0.0497714575926866,0.0858303707465718,0.1414423565261554
NONHSAT134613,0.2190842245989304,0.2454879679144385,0.2942847593582888,0.2411430481283422,0.0466321243523316,0.0459635634297175,0.0872472004011365,0.0391108139729232,0.0725388601036269,0.0688617750292495,0.0215610897543038,0.082567273942838,0.0660203911081397,0.0717031589503593,0.0994484372388433,0.0571619588835032,0.0339294668226642,0.0590005014206919,0.0859100785559084,0.0623433060337623
NONHSAT135352,0.2176308539944903,0.2924701561065197,0.2649219467401285,0.2249770431588613,0.0514469453376205,0.0546623794212218,0.0734956361966008,0.0381258612769866,0.0872760679834634,0.095544327055581,0.0367478180983004,0.073036288470372,0.0532843362425356,0.0771704180064308,0.0794671566375746,0.0551217271474506,0.0257234726688102,0.0652273771244832,0.074873679375287,0.0587965089572806
NONHSAT135582,0.1968503937007874,0.2510421491431218,0.3279295970356646,0.2241778601204261,0.0444856348470806,0.0421686746987951,0.0783132530120482,0.0315106580166821,0.06209453197405,0.0676552363299351,0.041241890639481,0.0801668211306765,0.0630213160333642,0.0852641334569045,0.1126042632066728,0.067191844300278,0.0273401297497683,0.0556070435588507,0.0959221501390176,0.0454124189063948
NONHSAT135822,0.2856066314996232,0.3217784476262245,0.1311228334589299,0.2614920874152223,0.0739064856711915,0.0950226244343891,0.0414781297134238,0.0754147812971342,0.0972850678733031,0.1048265460030166,0.0263951734539969,0.0935143288084464,0.0324283559577677,0.0490196078431372,0.0294117647058823,0.0203619909502262,0.0814479638009049,0.0731523378582202,0.0339366515837104,0.0723981900452488
NONHSAT135828,0.2674418604651162,0.3333333333333333,0.1201550387596899,0.2790697674418604,0.0700389105058365,0.1011673151750972,0.0389105058365758,0.0583657587548638,0.0817120622568093,0.0739299610894941,0.0311284046692607,0.1478599221789883,0.0311284046692607,0.046692607003891,0.0233463035019455,0.0194552529182879,0.0817120622568093,0.11284046692607,0.0272373540856031,0.0544747081712062
NONHSAT136839,0.2574487895716946,0.217877094972067,0.2164804469273743,0.308193668528864,0.0731252911038658,0.0419189566837447,0.0703306939916162,0.0721937587331159,0.0693991616208663,0.063344201210992,0.0139729855612482,0.0712622263623661,0.0540288775034932,0.0540288775034932,0.047973917093619,0.0605496040987424,0.0605496040987424,0.0586865393572426,0.0843036795528644,0.1043316255239869
NONHSAT137541,0.2680497925311203,0.2164937759336099,0.1956431535269709,0.3198132780082987,0.0824731573214378,0.0485502360080917,0.0603247056382592,0.0767155972820167,0.0660303957674153,0.0644742984594636,0.0082991856424088,0.0777011255770527,0.0521811297266455,0.0427926759686705,0.0462160900461642,0.0544115358680429,0.0673790134343067,0.0606359250998495,0.080813320192956,0.1110016079672182
NONHSAT137571,0.329512893982808,0.2017191977077364,0.2177650429799427,0.2510028653295129,0.1200917168243049,0.057323015190599,0.0796789911149326,0.0725136142161077,0.0753797649756377,0.0464316423043852,0.0180567497850386,0.0616222413298939,0.0745199197477787,0.0392662654055603,0.056749785038693,0.0472914875322441,0.0596159357982229,0.058756090570364,0.0630553167096589,0.0696474634565778
NONHSAT138142,0.3064451561248999,0.1921537229783827,0.1741393114491593,0.327261809447558,0.1101101101101101,0.0548548548548548,0.057057057057057,0.0842842842842842,0.0704704704704704,0.0428428428428428,0.0056056056056056,0.0732732732732732,0.0476476476476476,0.037037037037037,0.0352352352352352,0.0542542542542542,0.0782782782782782,0.0574574574574574,0.076076076076076,0.1155155155155155
